data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8893093,404,KEN8234,8234,26-Feb-22,2022,1,Battles,Armed clash,Marakwet Ethnic Militia (Kenya),Pastoralists (Kenya),4,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Chesongoch,1.1333,35.6333,2,Daily Nation (Kenya); Star (Kenya),National,"On 26 February 2022, suspected Marakwet militia ambushed Pokot militia at Siromet grazing fields near Chesongoch (Marakwet East, Elgeyo Marakwet). The attackers made away with unknown number of animals. 8 people were killed, including two students.",8,1646691987,KEN
9499905,404,KEN8216,8216,21-Feb-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Bargoni,-2.0408,40.7913,2,Al Furqaan,Regional,"On 21 February 2022, suspected Al Shabaab militants attacked security forces (KDF) in Nasaarada village, near Bargoni town (Lamu county). Casualties unknown.",0,1664234557,KEN
8893370,404,KEN8229,8229,20-Feb-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,2,Somali Memo,Regional,"On 20 February 2022, suspected Al Shabaab militants attacked security forces at a base in Amuume near Garissa (Garissa). Casualties unknown.",0,1646691988,KEN
8863234,404,KEN8191,8191,19-Feb-22,2022,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Mandera,Mandera West,Takaba South,Takaba,3.3553,40.2228,1,Star (Kenya),National,"On 19 February 2022, police ambushed about 10 Al Shabaab militants at a watering point in Takaba (Mandera West, Mandera county). One officer was wounded while 3 militants killed as the rest managed to escape.",3,1646090678,KEN
9106077,404,KEN8192,8192,19-Feb-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Garissa,Fafi,Fafi,Fafi,-0.4209,40.2201,1,Star (Kenya),National,"On 19 February 2022, about 30 Al Shabaab militants attacked Amuma within Fafi (Fafi, Garissa county), before being repulsed by the police. Casualties unknown.",0,1650311549,KEN
8863238,404,KEN8232,8232,17-Feb-22,2022,2,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Unidentified Communal Militia (Kenya),,4,44,Eastern Africa,Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,1,Star (Kenya),National,"Around 17 February 2022 (as reported), two unidentified communal militias' clashed in Mathare slums (Ruaraka, Nairobi county), allegedly over a move to mount posters on the wall of a building in the area. One man was killed.",1,1646090678,KEN
8850737,404,KEN8160,8160,12-Feb-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Private Security Forces (Kenya),,8,48,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol Ari Nyiro,0.5699,36.3982,1,Star (Kenya),National,"On 12 February 2022, over 10 suspected Pokot militia ambushed private security rangers in the Laikipia Nature and Conservancy, also known as Ol Ari Nyiro (Laikipia West, Laikipia county). One ranger was killed, and another injured during the incident",1,1645475953,KEN
8830254,404,KEN8145,8145,10-Feb-22,2022,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Shab Hills,0.3971,37.5027,2,Daily Nation (Kenya),National,"On 10 February 2022, suspected Samburu militia ambushed police within Sarova Shaba national game reserve area (coded as Shab Hills, Isiolo, Isiolo county). A 45-year-old man was arrested. Some militia escaped with gunshot wounds. No fatalities reported.",0,1644874427,KEN
9105715,404,KEN8127,8127,9-Feb-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Segera,Ol Moran,0.4599,36.7556,2,Star (Kenya); NTV (Kenya); Twitter; Kenyans.co,New media-National,"On 9 February 2022, suspected Pokot militia (believed to have stolen animals), clashed with police in Mlima Jangili camp near Ol Moran (Laikipia North, Laikipia County). One police officer died, another seriously wounded.",1,1650311548,KEN
8830264,404,KEN8138,8138,8-Feb-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,1,Daily Nation (Kenya),National,"On 8 February 2022, police repulsed suspected Pokot militia, as they attempted to steal cattle in Maralal (Samburu central, Samburu county). The incident left one person seriously injured as the militia made away with property of unknown value.",0,1644874427,KEN
8818324,404,KEN8118,8118,3-Feb-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Turkana,Turkana East,Kapedo,Napeitom,1.7323,36.0401,1,Citizen (Kenya); Daily Nation (Kenya),National,"On 3 February 2022, about 20 suspected Pokot pastoralist militia overpowered the police in a shoot out, as they attacked Napeitom village (Turkana East, Turkana county). A 30-year-old woman and a seven-year-old boy (grade 2 student) were killed and over 130 sheep and goats stolen during the incident.",2,1644260438,KEN
9106073,404,KEN8190,8190,3-Feb-22,2022,2,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,2,Somali Memo,Regional,"Around 3 February 2022 (as reported), Al Shabaab militants attacked Kenya security forces at a base near Mandera county, coded as Mandera (Mandera East, Mandera county). Casualties unknown.",0,1650311549,KEN
8818628,404,KEN8111,8111,1-Feb-22,2022,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,14,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Kapindasum,0.4811,36.1793,1,Star (Kenya),National,"On 1 February 2022, police engaged suspected pokot pastoralist militia in an armed clash in Kapindasum (Marigat, Baringo county). Fatalities unknown, while 40 head of cattle previously stolen at Arabal river were recovered with the help of local residents.",0,1644260439,KEN
8830981,404,KEN8108,8108,31-Jan-22,2022,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Loruko,0.5622,37.5209,1,Daily Nation (Kenya),National,"On 31 January 2022, suspected Samburu pastoralists attacked Loruko police post (Isiolo county), and shot one police officer dead. The militia made away with food items of unknown value as well as two rifles and rounds of ammunition.",1,1644882996,KEN
8818444,404,KEN8100,8100,30-Jan-22,2022,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,2,Daily Nation (Kenya),National,"On 30 January 2022, police repulsed over 20 presumed Samburu ethnic militias at Malgis area near Laisamis (Laisamis, Marsabit county). The militia had attempted to steal cows by laying ambush to a lorry transporting about 40 cows from Moyale bound for a slaughterhouse in Nairobi. Casualities unknown.",0,1644260439,KEN
9105707,404,KEN8098,8098,29-Jan-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,2,NTV (Kenya); Citizen (Kenya); Twitter,New media-National,"On 29 January 2022, police repulsed presumed Pokot pastoralist militia, as they attempted to attack Lamaiywe village in Mochongoi area (Mogotio, Baringo). Two people were critically injured during the incident.",0,1650311548,KEN
9105704,404,KEN8085,8085,28-Jan-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Chesongoch,1.1333,35.6333,2,Kenya Standard; Facebook; Citizen (Kenya),New media-National,"On 28 January 2022, suspected Pokot pastoralists attacked Lukuget Secondary School, near Chesongoch (Marakwet East, Elgeyo Marakwet county), with the motive of stealing school goats. Police reservists, manning the school together with locals, managed to repulse the attackers.",0,1650311548,KEN
9105706,404,KEN8097,8097,28-Jan-22,2022,2,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia North,Mugogodo West,Mukogodo,0.4833,36.9333,2,Citizen (Kenya); Twitter,New media-National,"Around 28 January 2022 (week of), suspected Pokot militia engaged the police in an armed clash at Eawso Police station near Mukogodo (Laikipia North, Laikipia county). The militia took off with a rifle. There were no fatalities.",0,1650311548,KEN
8802766,404,KEN8080,8080,26-Jan-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Lamu,Lamu West,Witu,Witu,-2.3889,40.4382,2,NTV (Kenya); Daily Nation (Kenya),New media-National,"On 26 January 2022, police repulsed Al Shabaab militants, as they attempted to attack using a rocket-propelled grenade (RPG) a convoy that included a vehicle carrying court officials at Lango la Simba area near Witu (Lamu West, Lamu county). Two court officials were injured during the incident.",0,1643658995,KEN
9105994,404,KEN8070,8070,22-Jan-22,2022,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Baringo,Tiaty,Tirioko,Kapedo,1.1692,36.0955,1,Kenya Standard,National,"On 22 January 2022, police repulsed an attack by suspected pokot militia in Kapedo village (Tiaty, Baringo county). Casualties unknown.",0,1650311549,KEN
8807384,404,KEN8065,8065,20-Jan-22,2022,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Toposa Ethnic Militia (South Sudan),,4,14,Eastern Africa,Kenya,Turkana,Kibish,Kibish,Kibish,4.9231,35.2744,2,Kenya Standard,National,"On 20 January 2022, about 200 armed raiders (presumed Toposa militia from South Sudan) attacked the Natapar village near Kibish (Kalokol, Turkana County), stealing 250 cattle. Police pursued the group heading to the South Sudanese border and clashed with the raiders. One herdsman was killed, and three others injured.",1,1643672657,KEN
8802761,404,KEN8061,8061,17-Jan-22,2022,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Bodhei,-1.8563,40.7166,2,Citizen (Kenya); Xinhua,National-International,"On 17 January 2022, Kenyan security forces in an operation killed 15 Al Shabaab militants in the Bodhei area (Lamu West, Lamu county). Al Shabaab claimed responsibility.",15,1643658995,KEN
9106107,404,KEN8034,8034,14-Jan-22,2022,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Mandera,Mandera West,Takaba South,Takaba,3.3553,40.2228,1,Star (Kenya),National,"On 14 January 2022, police raided Al Shabaab make-shift camps in Takaba (Mandera West, Mandera county), destroying the militant camp and logistical capabilities and paraphernalia. Three militants were killed. An unknown number of militants managed to escape.",3,1650311549,KEN
9105693,404,KEN8017,8017,10-Jan-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,2,Daily Nation (Kenya); Star (Kenya),National,"On 10 January 2022, suspected Al Shabaab militants ambushed and killed four police officers between Liboi and Kulan area (Liboi, Garissa County) [coded to Liboi]. The militants took away three AK47 rifles and an unknown number of bullets from the slain officers.",4,1650311548,KEN
8803069,404,KEN8015,8015,9-Jan-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Lamu,Lamu West,Bahari,Mpeketoni,-2.3899,40.6987,2,Star (Kenya),National,"On 9 January 2022, about 50 Al Shabaab militants attacked Juhudi/Marafa village in Mpeketoni (Lamu West, Lamu County). Two people were killed. Several houses were torched and food looted during the incident. Police arrived and a firefight ensued, lasting hours. Al Shabaab claimed responsibility.",2,1643658996,KEN
8705970,404,KEN7990,7990,2-Jan-22,2022,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Turkana Ethnic Militia (Kenya),Pastoralists (Kenya),4,14,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,2,K24,National,"On 2 January 2022, a suspected armed Turkana cattle rustler, allegedly on a revenge mission, was killed by the police at Kasarani Village near Isiolo (Isiolo, Isiolo County).",1,1641863886,KEN
8705981,404,KEN7989,7989,2-Jan-22,2022,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,1,Kenyans.co,National,"On 2 January 2022, suspected Samburu pastoralists attacked a police station at Archers Post (Samburu East, Samburu), killing one police officer. It is alleged that the attack was a revenge against the security officers, following heightened operations in the area, where stolen livestock were recovered from the morans.",1,1641863886,KEN
8775321,404,KEN7980,7980,25-Dec-21,2021,2,Battles,Armed clash,Degodia Ethnic Militia (Kenya),,4,Borana Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,2,Kenya Standard; NTV (Kenya),New media-International,"Around 25 December 2021 (as reported), Degodia and Borana ethnic militias engaged in an armed clash, over scarce water and pasture at Basuke, in Marsabit county (coded to Marsabit, Marsabit Central, Saku). 11 people were killed. Over 300 families displaced by the conflict into Basir town in Wajir.",11,1642167837,KEN
9106027,404,KEN7981,7981,25-Dec-21,2021,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Samburu,Samburu Central,Porro,Poro,1.2061,36.5629,1,NTV (Kenya),New media,"On 25 December 2021, militia allegedly from the Samburu community attacked and killed a police officer in Poro (Samburu Central, Samburu). The reason for the attack is unknown.",1,1650311549,KEN
8705570,404,KEN7970,7970,18-Dec-21,2021,1,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Marsabit,North Horr,Dukana,Jaldesa,4.1935,37.0775,2,Capital FM,National,"On 18 December 2021, suspected ethnic militia attacked a manyatta (homestead) in Jaldesa area (Dukana, Noth Horr, Marsabit County) and made away with 1,000 heads of cattle and 300 goats and sheep. Police forces chased and clashed with them, resulting in 8 fatalities and 3 injuries. All the stolen livestock was recovered.",8,1641863885,KEN
8705571,404,KEN7971,7971,18-Dec-21,2021,1,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),Kubi Kalo Communal Militia (Kenya),1,14,Eastern Africa,Kenya,Marsabit,Saku,Sagante,Kubi Kalo,2.2238,38.0281,1,Capital FM,National,"On 18 December 2021, suspected ethnic militia attacked a manyatta (homestead) in Kubi Kalo (Sagante, Saku, Marsabit County) and made away with 800 heads of cattle and 1,500 goats and sheep. Police forces and local militia pursued them and 4 people were killed during the shootout. The stolen livestock were recovered.",4,1641863885,KEN
9106024,404,KEN7965,7965,14-Dec-21,2021,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera North,Guticha,Olla,3.9167,40.85,1,National Police Service-Kenya,Other,"On 14 December 2021, an armed clash ensued between Al Shabaab militants and the National Police Reservists in Olla (Guticha, Mandera North, Mandera County). Two police officers were injured.",0,1650311549,KEN
8705665,404,KEN7962,7962,13-Dec-21,2021,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),Military Forces of Kenya (2013-),1,12,Eastern Africa,Kenya,Wajir,Wajir East,Khorof,Konton,2.0053,40.9274,1,Daily Nation (Kenya),National,"On 13 December 2021, an armed clash erupted between suspected Al Shabaab militants and National Police Reservists after militants attempted to abduct worshippers at a mosque in Konton Centre (Khorof, Wajir East, Wajir County). Police forces were joined by Kenya Defence Forces to pursue the militants. There were no fatalities during the incident.",0,1641863885,KEN
9105688,404,KEN7959,7959,12-Dec-21,2021,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Baringo,Baringo North,Bartabwa,Chepkesin,0.8917,35.8851,2,Kenyan Television NTV; Star (Kenya),National,"On 12 December 2021, suspected Pokot pastoralists raided two villages near Chepkesin (Baringo North, Baringo County). One police officer was killed and locals were forced to flee to a nearby primary school. Journalists were also targeted.",1,1650311548,KEN
8687422,404,KEN7930,7930,4-Dec-21,2021,1,Battles,Armed clash,Military Forces of Kenya (2013-) Special Forces,,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,2,Star (Kenya),National,"On 4 December 2021, Kenya security forces (Special Forces) unit conducted an operation against Al Shabaab militants along the Rhamu-Mandera Road, near Bambo area in Mandera town (Mandera East, Mandera). One militant was killed.",1,1639431633,KEN
8673497,404,KEN7911,7911,10-Nov-21,2021,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-) General Service Unit,Military Forces of Kenya (2013-),1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol-moran,0.5368,36.488,2,Kenya Standard; Daily Nation (Kenya),National,"On 10 November 2021, armed pokot militia attacked General Service Unit and KDF officers digging a trench around Laikipia Nature Conservancy in Kamwenje area near Ol-moran town (Laikipia West, Laikipia). Four soldiers were killed and one other was injured.",4,1638831648,KEN
8628660,404,KEN7895,7895,4-Nov-21,2021,1,Battles,Armed clash,Turkana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Suyan,1.4425,36.8467,1,Daily Nation (Kenya),National,"On 4 November 2021, armed Turkana pastoralists continued to attack and clashed with pastoralists from Samburu in in Suyan village (Samburu North, Samburu). At least 5 people were seriously injured.",0,1636405422,KEN
8628661,404,KEN7897,7897,3-Nov-21,2021,1,Battles,Armed clash,Turkana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Suyan,1.4425,36.8467,1,Daily Nation (Kenya),National,"On 3 November 2021, armed Turkana pastoralists attacked and clashed with pastoralists from Samburu in Suyan village (Samburu North, Samburu), stealing about 1,000 heads of cattle. At least 14 people were killed.",14,1636405422,KEN
9105687,404,KEN7891,7891,27-Oct-21,2021,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-) General Service Unit,,1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol-moran,0.5368,36.488,1,Kenya Standard; Citizen (Kenya),National,"On 27 October 2021, armed Pokot militia ambushed police officers from the General Service Unit on patrol in Kenya Mpya area in Ol-moran (Laikipia West, Laikipia). Three officer were killed and two others were injured. The GSU officers were deployed to provide security in Laikipia conservancy.",3,1650311548,KEN
8597353,404,KEN7873,7873,13-Oct-21,2021,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,14,Eastern Africa,Kenya,Samburu,Samburu Central,Suguta Marmar,Longewan,0.858,36.5422,1,Daily Nation (Kenya),National,"On 13 October 2021, police officers from Anti-Stock Theft Unit (ASTU) conducted an operation and killed a suspected cattle rustler from the Samburu militias and recovered 27 stolen livestock and M16 rifle in Longewan town (Samburu Central, Samburu).",1,1634581157,KEN
9105919,404,KEN7867,7867,30-Sep-21,2021,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol-moran,0.5368,36.488,1,Daily Nation (Kenya),National,"On 30 September 2021, a suspected Pokot pastoralist clashed with two police reservists guarding Tumaini primary school in Ol-moran town (Laikipia West, Laikipia). One police officer was killed after he succumbed to his wounds two days later.",1,1650311549,KEN
9105923,404,KEN7866,7866,29-Sep-21,2021,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol-moran,0.5368,36.488,1,Daily Nation (Kenya),National,"On 29 September 2021, police forces conducted operations against and recovered 20 goats stolen by Pokot ethnic militia in Ol-moran town (Laikipia West, Laikipia). One militiaman was killed.",1,1650311549,KEN
9105960,404,KEN7825,7825,7-Sep-21,2021,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-) General Service Unit,,1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Ol-moran,Ol-moran,0.5368,36.488,2,Daily Nation (Kenya),National,"On 7 September 2021, pokot militia clashed with police forces from the General Service Unit in an area near Ol-moran town (Laikipia West, Laikipia). The group burnt Mirigwiti Primary School before engaging in an armed clash with the GSU. The government imposed a curfew on restive areas of Laikipia Nature Conservancy. No injuries and/or fatalities reported.",0,1650311549,KEN
8758423,404,KEN7781,7781,2-Sep-21,2021,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Wajir,Tarbaj,Wargadud,Kutulo,2.4079,40.5948,2,Star (Kenya),National,"On 2 September 2021, police forces clashed with a suspected Al Shabaab militants on a motorbike in Kutaiyo area near Kutulo town (Wajir East, Wajir). One militant was killed. Five AK47 rifles with more than 500 bullets were recovered.",1,1641867758,KEN
8459636,404,KEN7779,7779,30-Aug-21,2021,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Police Forces of Kenya (2013-) General Service Unit,,1,14,Eastern Africa,Kenya,Laikipia,Laikipia West,Githiga,Kinamba,0.419,36.3274,2,Daily Nation (Kenya),National,"On 30 August 2021, unidentified communal militia, suspected to be bandits, attacked police forces (GSU) at a command center in Kamwenje at the border of Laikipia and Baringo counties, near Kinamba village (Laikipia West, Laikipia). One police officer was injured.",0,1630980851,KEN
