OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
11,8975124,404,KEN8401,8401,29 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),UDA: United Democratic Alliance,5,Civilians (Kenya),ODM: Orange Democratic Movement; Azimio La Umoja Coalition,7,57,Eastern Africa,Kenya,Kiambu,Lari,Lari,Lari,-1.0167,36.6333,2,Opera News (Kenya),National,"On 29 March 2022, supporters of United Democratic Alliance (UDA) party chased away their Member of Parliament (MP), allegedly for supporting the Azimio La Umoja presidential candidate and Orange Democratic Movement party leader, Raila Odinga, in Nyambari, near Lari (Lari, Kiambu). [size=no report]",0,1649098463,KEN
12,8975085,404,KEN8398,8398,28 March 2022,2022,2,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya),6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.717,34.867,1,Daily Nation (Kenya),National,"Around 28 March 2022 (as reported), boda boda taxi operators staged a protest in Kakuma (Turkana West, Turkana) against fuel prices. [size=no report]",0,1649098463,KEN
13,8974976,404,KEN8386,8386,27 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),Journalists (Kenya),6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,1,Citizen (Kenya); Twitter; Kenya Broadcasting Corporation,New media-National,"On 27 March 2022, journalists staged a protest by marching and carrying placards in Lodwar town (Turkana Central, Turkana), against the alleged mistreatment by a section of employees in the governor's office. [size=no report]",0,1649098462,KEN
14,8975078,404,KEN8388,8388,26 March 2022,2022,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Labour Group (Kenya),7,47,Eastern Africa,Kenya,Narok,Narok South,Melelo,Nkoben,-0.9,35.6167,2,Daily Nation (Kenya),National,"On 26 March 2022, unidentified communal militia shot and killed a Naroosura group ranch official, while injuring another at Quarantine area near Nkoben (Narok South, Narok). The motive of the attack is allegedly linked to the unfairness in the subdivision of the ranch.",1,1649098463,KEN
15,8975083,404,KEN8427,8427,26 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Narok,Narok South,Melelo,Nkoben,-0.9,35.6167,2,Daily Nation (Kenya),National,"On 26 March 2022, youth accosted the main petitioner in the Naroosura group ranch case and attempted to set ablaze his vehicle, at Naroosura, near Nkoben (Narok South, Narok). The victim was rescued by police. [size=no report]",0,1649098463,KEN
16,8975133,404,KEN8389,8389,26 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),,5,Private Security Forces (Kenya),Azimio La Umoja Coalition,8,58,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,People Daily,National,"On 26 March 2022, unknown assailants attacked and injured a bodyguard (presumed private security forces) of one of the Azimio la Umoja leaders, during a rally in Bomani grounds, within Mumias (Mumias West, Kakamega). It is alleged that the bodyguard had tried to rescue a female colleague from the assailants who had attempted to snatch her gun. The Etenje Ward MCA aspirant and his supporters rescued the guard and placed him in a car to flee. [size=no report]",0,1649098463,KEN
17,8975174,404,KEN8400,8400,26 March 2022,2022,1,Protests,Protest with intervention,Protesters (Kenya),Students (Kenya),6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kisumu,Kisumu West,North West Kisumu,Maseno,-0.0042,34.6095,1,TUKO,National,"On 26 March 2022, university students staged a protest by blocking the Busia-Kisumu road (through unspecified means) at Maseno (Kisumu West, Kisumu), against the increasing insecurity cases at the university. Police intervened by lobbing tear gas canisters to disperse the students. [size=no report]",0,1649098463,KEN
18,8974979,404,KEN8408,8408,25 March 2022,2022,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Endebess,Chepchoina,Chepchoina,1.1833,34.8,1,Kenya Broadcasting Corporation; NTV (Kenya),New media-National,"Around 25 March 2022 (as reported), a group of squatters staged a protest at Kapoto land, within the Chepchoina settlement scheme (Endebess, Trans Nzoia), against the conditions they have been living in without shelter. The group demanded the government to resettle them within a month. [size=no report]",0,1649098462,KEN
19,8975080,404,KEN8391,8391,25 March 2022,2022,1,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,1,Daily Nation (Kenya),National,"On 25 March 2022, suspected Samburu pastoral militia shot and killed one person while two others sustained gunshot wounds at Kom Durte (Merti, Isiolo).",1,1649098463,KEN
20,8975081,404,KEN8428,8428,25 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,1,Daily Nation (Kenya),National,"On 25 March 2022, youth staged a protest in Kom Durte (Merti, Isiolo) against the rising cases of insecurity in the area. The group demanded the government to remove armed herders and enhance security along the Losesia-Kom route. [size=no report]",0,1649098463,KEN
21,8975106,404,KEN8413,8413,25 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Laikipia,Laikipia East,Thingithu,Nanyuki,0.0167,37.0667,2,K24,National,"On 25 March 2022, local residents blocked (through unspecified means) the Kenya Power company staff from taking down their transformer in Baraka area, Thingithu ward near Nanyuki (Laikipia East, Laikipia). No further information. [size=no report]",0,1649098463,KEN
22,8975169,404,KEN8396,8396,23 March 2022,2022,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Siaya,Gem,Yala Township,Yala,0.0991,34.5376,1,The Star (Kenya),National,"Around 23 March 2022 (week of), members of the Yala Swamp Community staged a protest in Yala (Gem, Siaya) against claims that the Rai company has continued cultivating in the swamp, despite a court order prohibiting any activity. [size=no report]",0,1649098463,KEN
23,8975173,404,KEN8404,8404,23 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Taxi Drivers (Kenya); Men (Kenya),7,57,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,TUKO,National,"On 23 March 2022, a mob accosted a boda boda taxi operator, stripped him of his clothes and ordered him to go home in Ekoro area, within Mumias (Mumias West, Kakamega). It is alleged that the suspect had stolen Ksh 200 from a mama mboga (a female vegetable seller). [size=no report] [sexual violence]",0,1649098463,KEN
24,8918490,404,KEN8374,8374,22 March 2022,2022,1,Violence against civilians,Attack,Gabra Ethnic Militia (Kenya),,4,Civilians (Kenya),Borana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Marsabit,North Horr,Turbi,Galgallo,2.95,38.1833,2,Kenya Broadcasting Corporation; Citizen (Kenya); Capital FM; Star (Kenya),National,"On 22 March 2022, suspected Gabra militia attacked a vehicle, between Bubisa and Turbi, along the Marsabit-Moyale highway, near Galgallo (North Horr, Marsabit). At least 2 people (presumed from the Borana ethnic group) were killed and four others critically injured.",2,1648497327,KEN
25,8918600,404,KEN8378,8378,22 March 2022,2022,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Bungoma,Webuye West,Misikhu,Misikhu,0.7358,34.6898,2,Daily Nation (Kenya),National,"Around 22 March 2022 (as reported), a mob beat up and killed a 45-year-old man, before setting him and his motorcycle on fire in Lugulu Market near Misikhu (Webuye West, Bungoma), for allegedly stealing three sheep. [size=no report]",1,1648497327,KEN
26,8918786,404,KEN8366,8366,22 March 2022,2022,1,Riots,Violent demonstration,Rioters (Kenya),Labour Group (Kenya),5,,,0,50,Eastern Africa,Kenya,Kwale,Kinango,Kasemeni,Miritini,-4,39.5667,2,Star (Kenya),National,"On 22 March 2022, local residents staged a demonstration by chanting slogans and barricading an unspecified road with logs and twigs in Fulugani, near Miritini (Kinango, Kwale), demanding equal job opportunities at the construction site of the Mwache multipurpose dam project. [size=no report]",0,1648497327,KEN
27,8918593,404,KEN8353,8353,21 March 2022,2022,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Vihiga,Hamisi,Banja,Hamisi,0.0684,34.7975,2,Citizen (Kenya),National,"Around 21 March 2022 (as reported), local residents beat up and killed a 22-year-old man in Ganyamosi village near Hamisi (Hamisi Vihiga), for assaulting his wife. [size=no report]",1,1648497327,KEN
28,8918783,404,KEN8352,8352,21 March 2022,2022,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Lamu,Lamu East,Basuba,Baure,-1.723,40.9646,2,Star (Kenya),National,"On 21 March 2022, Kenya military forces ambushed a group of 4 suspected Al Shabaab militants at Sarira area, 25 km north of Baure (Lamu East, Lamu county). 2 militants were killed and 2 others managed to escape. Unknown number of guns were recovered from the militants.",2,1648497327,KEN
29,8918785,404,KEN8360,8360,21 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Busia,Teso North,Malaba Central,Amagoro,0.6333,34.3333,2,Star (Kenya),National,"On 21 March 2022, local residents accosted a man near Amagoro (Teso North, Busia) along the Malaba-Bungoma highway, for allegedly engaging in motorcycle theft. The suspect was knocked down and killed by a speeding cargo truck, as he attempted to run away from the mob. [size=no report]",1,1648497327,KEN
30,8918487,404,KEN8367,8367,20 March 2022,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Christian Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,2,Kenya Broadcasting Corporation; Kenya Standard; Daily Nation (Kenya); Opera News (Kenya),National,"On 20 March 2022, suspected Pokot pastoral militia, dressed in police attire, attacked Koitialal village near Tunyo (Marakwet West, Elgeyo Marakwet). Two people were killed including a pastor, and seven others injured. Over 100 animals were stolen, and unknown amount of property destroyed.",2,1648497327,KEN
31,8918602,404,KEN8358,8358,20 March 2022,2022,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,1,Daily Nation (Kenya),National,"On 20 March 2022, local residents staged a demonstration by barricading the Isiolo-Archers Post road with bonfires in Ngeramara town (Isiolo, Isiolo) over increased cases of livestock theft. The incident left many motorists stranded. [size=no report]",0,1648497327,KEN
32,8918709,404,KEN8379,8379,20 March 2022,2022,2,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Kapyego,Kapyego,1.1465,35.4789,2,Kenya Standard,National,"Around 20 March 2022 (as reported), suspected Pokot militia attacked the Kapyego ward (Marakwet East, Elgeyo Marakwet), resulting in two men injured.",0,1648497327,KEN
33,8918787,404,KEN8357,8357,20 March 2022,2022,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Muranga,Gatanga,Kihumbu-ini,Gatanga,-0.9333,36.9667,1,Star (Kenya),National,"On 20 March 2022, a section of local residents staged a demonstration by blocking the Ndiara-Kahunyo-Wanduhi road with burning tires and branches in Gatanga (Gatanga, Muranga), over the alleged stalling of work on the 14.2km road. [size=no report]",0,1648497327,KEN
34,9403162,404,KEN8362,8362,20 March 2022,2022,2,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Opera News (Kenya),National,"Around 20 March 2022 (as reported), members of the public attacked, with stones, two police officers in Mwingi (Mwingi Central Sub- County,Kitui). It is alleged that the officers had tried to rescue a man, who had stabbed his friends with a knife, over a money dispute. [size=no report]",0,1657574725,KEN
35,9499888,404,KEN8384,8384,20 March 2022,2022,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,1,Al Furqaan,Regional,"On 20 March 2022, overnight, suspected Al Shabaab militants attacked Kenya security forces in Rhamu (Mandera North, Mandera). Casualties unknown.",0,1664234557,KEN
36,8918483,404,KEN8359,8359,19 March 2022,2022,1,Violence against civilians,Sexual violence,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Turkana Ethnic Group (Kenya); Women (Kenya),7,47,Eastern Africa,Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,2,Citizen (Kenya); Daily Nation (Kenya),National,"On 19 March 2022, suspected Samburu pastoral militia attacked Aregae neighborhood near Ngeramara town (Isiolo, Isiolo). The militia raped a 50-year-old woman (believed to be Turkana in ethnicity), before making away with more than 500 goats and 11 cows.",0,1648497327,KEN
37,8918484,404,KEN8361,8361,19 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),UDA: United Democratic Alliance,7,57,Eastern Africa,Kenya,Kisii,Kitutu Chache North,Marani,Marani,-0.5812,34.8003,2,Kenya Broadcasting Corporation; Star (Kenya),National,"On 19 March 2022, youth pelted stones at the convoy of a United Democratic Alliance (UDA) parliamentary aspirant in Monyerero township near Marani (Kitutu Chache North, Kisii). The aspirant and one of his aides, sustained injuries and a number of vehicles were damaged. [size=no report]",0,1648497327,KEN
38,8918485,404,KEN8363,8363,19 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Naivasha,Mai Mahiu,Mai Mahiu,-0.9838,36.5899,1,Kenya Standard; NTV (Kenya),New media-National,"On 19 March 2022, about 100 families displaced by the construction of the railway staged a peaceful protest in Mai Mahiu (Naivasha, Nakuru), demanding for compensation of their lost land. No further information. [size=about 100]",0,1648497327,KEN
39,8918604,404,KEN8368,8368,19 March 2022,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,2,Daily Nation (Kenya),National,"On 19 March 2022, suspected Pokot militia attacked Koitialal village near Tunyo (Marakwet West, Elgeyo Marakwet). There were no causalities. Unknown number of animals were stolen. Hundreds of residents of Koitialal village were displaced into the hilly Elgeyo escarpment, following attacks from suspected Pokot militia.",0,1648497327,KEN
40,8910605,404,KEN8346,8346,18 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Elgeyo Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,2,Daily Nation (Kenya),National,"On 18 March 2022, local residents lynched a 31-year-old man to death, in Kapkesum village near Iten town (Keiyo North, Elgeyo Marakwet), for allegedly engaging in chicken theft. [size=no report]",1,1647897722,KEN
41,8918492,404,KEN8376,8376,18 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (South Sudan),,7,57,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Daily Nation (Kenya); Eye Radio (South Sudan),National-Regional,"On 18 March 2022, a mob stormed and set ablaze the residence of 5 South Sudanese nationals in Mawanga neighbourhood of Nakuru town (Nakuru North, Nakuru). It is alleged that, one of the victims attempted to sexually assault a woman. One victim died while receiving treatment in hospital and the other four sustained serious burn injuries. [size=no report]",1,1648497327,KEN
42,8918707,404,KEN8356,8356,18 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,K24,National,"On 18 March 2022, around 400 scrap metal dealers staged a peaceful protest in Nakuru town (Nakuru North, Nakuru), demanding a lift on the ban on trade in scrap metals. [size=around 400]",0,1648497327,KEN
43,9154383,404,KEN8350,8350,18 March 2022,2022,1,Protests,Protest with intervention,Protesters (Kenya),Jubilee Party,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kiambu,Gatundu South,Kiamwangi,Gatundu,-1.05,36.9,1,Daily Nation (Kenya),National,"On 18 March 2022, presumed supporters of Jubilee Coalition protested by carrying placards and blocking a road (though unspecified means) in Gatundu (Gatundu South, Kiambu), demonstrating against the Deputy President (DP) William Ruto, demanding that he respects the president. The DP's security (believed to be police) cleared the protestors. [size=no report]",0,1650929910,KEN
44,9154410,404,KEN8349,8349,18 March 2022,2022,1,Protests,Protest with intervention,Protesters (Kenya),Azimio La Umoja Coalition; Jubilee Party,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kiambu,Githunguri,Ngewa,Kiamwangi,-1.1067,36.8667,1,Daily Nation (Kenya),National,"On 18 March 2022, a group of youth, presumed Jubilee Party and Azimio coalition supporters, disrupted a United Democratic Alliance (UDA) organized rally by shouting Jubilee Coalition and Azimio slogans in Kiamwangi (Githunguri, Kiambu). The Deputy President's security (believed to be police) dispersed the group. [size=no report]",0,1650929910,KEN
45,8910497,404,KEN8339,8339,17 March 2022,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Civilians (Spain); Taxi Drivers (Kenya),7,47,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,2,K24; Kenyans.co,National,"On 17 March 2022, suspected Pokot militia attacked a taxi vehicle, plying the Lodwar-Kitale road, near Kainuk (Lobokat, Turkana). The driver and one passenger, a Spanish national, sustained bullet wounds.",0,1647897722,KEN
46,8910499,404,KEN8342,8342,17 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Laikipia,Laikipia East,Thingithu,Nanyuki,0.0167,37.0667,1,Kenya Broadcasting Corporation; NTV (Kenya),New media-National,"On 17 March 2022, local residents took to the streets over the poor health services at the Nanyuki Referral Hospital in Nanyuki town (Thingithu, Laikipia). Carrying placards, the protestors marched to the county's secretary's office, demanding the reinstatement of doctors who were fired 3 years ago and to ensure the hospital has medicine to improve service delivery. [size=no report]",0,1647897722,KEN
47,8910608,404,KEN8347,8347,17 March 2022,2022,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Uasin Gishu,Soy,Kapkures,Matunda,0.85,35.1333,2,Daily Nation (Kenya),National,"Around 17 March 2022 (as reported), local residents lynched a man in Kongoni village near Matunda (Soy, Uasin Gishu), for allegedly engaging in livestock theft. [size=no report]",1,1647897722,KEN
48,9499890,404,KEN8351,8351,17 March 2022,2022,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Garissa,Hulugho,Hulugho,Hulugho,-1.15,41.0667,2,Calamada,Regional,"On 17 March 2022, Al Shabaab militants ambushed a Kenya security forces (KDF) convoy travelling between Garissa and Hulugho, near Hulugho town (Hulugho, Garissa). There were no fatalities",0,1664234557,KEN
49,8918603,404,KEN8377,8377,16 March 2022,2022,2,Riots,Mob violence,Rioters (Kenya),UDA: United Democratic Alliance,5,Rioters (Kenya),ODM: Orange Democratic Movement,5,55,Eastern Africa,Kenya,Migori,Kuria West,Bukira East,Kihancha,-1.1833,34.6167,1,Daily Nation (Kenya),National,"Around 16 March 2022 (week of), unknown number of supporters of two Kuria West parliamentary aspirants on United Democratic Alliance (UDA) and Orange Democratic Movement (ODM) parties clashed (weapons unspecified) in Kehancha, also known as Kihancha (Kuria West, Migori). One person was killed, and three others sustained injuries. Police are investigating the incident. [size=no report]",1,1648497327,KEN
50,8910495,404,KEN8335,8335,15 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nandi,Mosop,Kurgung,Sangalo,0.4333,34.95,2,Daily Nation (Kenya); TUKO; Kenya Standard,National,"On 15 March 2022, local residents confronted a police officer, arrested him, before locking him up in a house in Kimngoror area, near Sangalo (Mosop, Nandi). It is alleged that the officer had abandoned overseeing the nearby exam centre, to conduct an unsanctioned illicit brew sting operation. The residents later handed the officer to the local chief. [size=no report]",0,1647897722,KEN
51,8910496,404,KEN8336,8336,15 March 2022,2022,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,2,People Daily; Star (Kenya),National,"On 15 March 2022, suspected Samburu pastoralists attacked Lodokojek police post near Maralal town (Samburu), and shot one police officer dead. The militia made away with four rifles and 200 bullets.",1,1647897722,KEN
52,8910492,404,KEN8328,8328,14 March 2022,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Wajir,Wajir South,Diif,Dif,0.9961,40.9631,2,Somali Memo; Calamada,Regional,"On 14 March 2022, a remote controlled IED by Al Shabaab militants, detonated targeting Kenya security forces (KDF) convoy in Girileey village near Dif town (Wajir South, Wajir). Al Shabaab claimed killing 11 soldiers.",11,1647897722,KEN
53,8910488,404,KEN8314,8314,13 March 2022,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),7,27,Eastern Africa,Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,2,Daily Nation (Kenya); Star (Kenya),National,"On 13 March 2022, an IED by suspected Al Shabaab militants detonated, targeting road construction workers along the Banisa-Takaba road in Banissa (Banissa, Mandera). Three workers were injured during the incident.",0,1647897722,KEN
