data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8975082,404,KEN8405,8405,"29 March 2022",2022,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Kenya)",,3,"Civilians (Kenya)","Journalists (Kenya); UDA: United Democratic Alliance",7,37,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,1,"Daily Nation (Kenya)",National,"On 29 March 2022, unidentified militia abducted a blogger (journalist) affiliated to a United Democratic Alliance (UDA) gubernatorial aspirant, from a street in Eldoret (Moiben, Uasin Gishu). The blogger was later released on 30 March 2022.",0,1649098463,KEN
8975084,404,KEN8424,8424,"29 March 2022",2022,1,"Strategic developments","Looting/property destruction","Unidentified Communal Militia (Kenya)",,4,"Civilians (Kenya)",,7,47,"Eastern Africa",Kenya,Meru,"Tigania West",Akithii,"Tigania East",0.2,37.7833,1,"Daily Nation (Kenya)",National,"Looting: On 29 March 2022, unidentified communal militia looted Kiambogo area in Tigania east (Tigania West, Meru), and made away with unknown number of animals. There were no fatalities.",0,1649098463,KEN
8975095,404,KEN8402,8402,"29 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Labour Group (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Ghetto Radio",Subnational,"On 29 March 2022, a group of workers demonstrated and marched from Jivanjee gardens and presented a petition at parliament buildings in Nairobi (Starehe, Nairobi). The demonstration was against unstandardized forms of employment and continuous abuse of employment rights by employers. [size=no report]",0,1649098463,KEN
8975105,404,KEN8411,8411,"29 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Labour Group (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Kajiado,"Kajiado East",Kitengela,Kitengela,-1.4761,36.9614,1,K24,National,"On 29 March 2022, donkey owners demonstrated by carrying carcasses to Kitengela police station (Kajiado East, Kajiado), against the rampant donkey theft. The protestors alleged that the donkey theft was affecting their businesses of supplying water to locals. [size=no report]",0,1649098463,KEN
8975124,404,KEN8401,8401,"29 March 2022",2022,1,Riots,"Mob violence","Rioters (Kenya)","UDA: United Democratic Alliance",5,"Civilians (Kenya)","ODM: Orange Democratic Movement; Azimio La Umoja Coalition",7,57,"Eastern Africa",Kenya,Kiambu,Lari,Lari,Lari,-1.0167,36.6333,2,"Opera News (Kenya)",National,"On 29 March 2022, supporters of United Democratic Alliance (UDA) party chased away their Member of Parliament (MP), allegedly for supporting the Azimio La Umoja presidential candidate and Orange Democratic Movement party leader, Raila Odinga, in Nyambari, near Lari (Lari, Kiambu). [size=no report]",0,1649098463,KEN
8975167,404,KEN8403,8403,"29 March 2022",2022,2,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,Nairobi,"Dagoretti North",Kabiro,Kawangware,-1.2828,36.7517,1,"The Star (Kenya)",National,"Around 29 March 2022 (as reported), a mob lynched a man in Kawangware (Dagoretti North, Nairobi). It is alleged that the man was part of 10 man gang that raided a gas cylinder shop and stole ten cooking gas cylinders. Four others were arrested, and the rest managed to escape. [size=no report]",1,1649098463,KEN
8975172,404,KEN8399,8399,"29 March 2022",2022,2,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,2,TUKO,National,"Around 29 March 2022 (as reported), a mob pulled a man from a car and beat him up, for allegedly assaulting his opponent in a pool game in the Kaburwa neighborhood of Eldoret (Moiben, Uasin Gishu). The man was rescued by the police. [size=no report]",0,1649098463,KEN
8974977,404,KEN8394,8394,"28 March 2022",2022,1,Riots,"Violent demonstration","Rioters (Kenya)",,5,"Civilians (Kenya)","ODM: Orange Democratic Movement; Women (Kenya)",7,57,"Eastern Africa",Kenya,Nairobi,Westlands,Parklands,Westlands,-1.2682,36.8091,1,"The Star (Kenya); Kenyans.co",National,"On 28 March 2022, a group of demonstrators, blocked and pelted stones at the convoy of current Nairobi women representative and aspirant of the ODM party, during her campaign in Deep Sea area of Westlands (Westlands, Nairobi). She managed to leave the scene unhurt, but keys for one of her campaign cars went missing and a windscreen was shuttered. [size=no report]",0,1649098462,KEN
8975085,404,KEN8398,8398,"28 March 2022",2022,2,Protests,"Peaceful protest","Protesters (Kenya)","Taxi Drivers (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Turkana,"Turkana West",Kakuma,Kakuma,3.717,34.867,1,"Daily Nation (Kenya)",National,"Around 28 March 2022 (as reported), boda boda taxi operators staged a protest in Kakuma (Turkana West, Turkana) against fuel prices. [size=no report]",0,1649098463,KEN
8975110,404,KEN8392,8392,"28 March 2022",2022,1,Riots,"Violent demonstration","Rioters (Kenya)","Labour Group (Kenya)",5,"Police Forces of Kenya (2013-)",,1,15,"Eastern Africa",Kenya,Nairobi,Makadara,Viwandani,"Nairobi Industrial Area",-1.3062,36.8614,1,Kenyans.co,National,"On 28 March 2022, a group of workers (from a local company), pelted cars with stones on Likoni road, within Nairobi Industrial Area (Makadara, Nairobi) in demonstration against plans to retrench over 600 workers after the court approved the company's redundancy plan. Police used teargas to disperse the group. [size=no report]",0,1649098463,KEN
8975165,404,KEN8407,8407,"28 March 2022",2022,1,"Strategic developments","Disrupted weapons use","Police Forces of Kenya (2013-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Kenya,Mandera,"Mandera South","Elwak North","El Wak",2.8094,40.9358,2,"The Star (Kenya)",National,"Defusal: On 28 March 2022, police successfully defused an IED, allegedly placed by suspected Al Shabaab militants (targeting government vehicles) in Gherille, near El Wak (Mandera south, Mandera).",0,1649098463,KEN
8974976,404,KEN8386,8386,"27 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Journalists (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Turkana,"Turkana Central","Lodwar Township",Lodwar,3.1191,35.5973,1,"Citizen (Kenya); Twitter; Kenya Broadcasting Corporation","New media-National","On 27 March 2022, journalists staged a protest by marching and carrying placards in Lodwar town (Turkana Central, Turkana), against the alleged mistreatment by a section of employees in the governor's office. [size=no report]",0,1649098462,KEN
8975078,404,KEN8388,8388,"26 March 2022",2022,1,"Violence against civilians",Attack,"Unidentified Communal Militia (Kenya)",,4,"Civilians (Kenya)","Labour Group (Kenya)",7,47,"Eastern Africa",Kenya,Narok,"Narok South",Melelo,Nkoben,-0.9,35.6167,2,"Daily Nation (Kenya)",National,"On 26 March 2022, unidentified communal militia shot and killed a Naroosura group ranch official, while injuring another at Quarantine area near Nkoben (Narok South, Narok). The motive of the attack is allegedly linked to the unfairness in the subdivision of the ranch.",1,1649098463,KEN
8975083,404,KEN8427,8427,"26 March 2022",2022,1,Riots,"Mob violence","Rioters (Kenya)",,5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,Narok,"Narok South",Melelo,Nkoben,-0.9,35.6167,2,"Daily Nation (Kenya)",National,"On 26 March 2022, youth accosted the main petitioner in the Naroosura group ranch case and attempted to set ablaze his vehicle, at Naroosura, near Nkoben (Narok South, Narok). The victim was rescued by police. [size=no report]",0,1649098463,KEN
8975094,404,KEN8397,8397,"26 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Christian Group (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Ghetto Radio",Subnational,"On 26 March 2022, group of pro-life activists (Kenya Christians Professional Forum and Uhai Consortium), staged a protest by matching, while carrying banners and placards in the streets of Nairobi (Starehe, Nairobi) against abortion. [size=no report]",0,1649098463,KEN
8975107,404,KEN8412,8412,"26 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Taxi Drivers (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Kiambu,Kiambaa,Kihara,Kiambaa,-1.1624,36.7561,1,K24,National,"On 26 March 2022, online taxi operators staged a protest by placing placards on their cars in Kiambaa (Kiambaa, Kiambu), against the rising insecurity in the sector. The operators appealed to the government to protect their way of life. [size=no report]",0,1649098463,KEN
8975133,404,KEN8389,8389,"26 March 2022",2022,1,Riots,"Mob violence","Rioters (Kenya)",,5,"Private Security Forces (Kenya)","Azimio La Umoja Coalition",8,58,"Eastern Africa",Kenya,Kakamega,"Mumias West","Mumias Central",Mumias,0.3351,34.4864,1,"People Daily",National,"On 26 March 2022, unknown assailants attacked and injured a bodyguard (presumed private security forces) of one of the Azimio la Umoja leaders, during a rally in Bomani grounds, within Mumias (Mumias West, Kakamega). It is alleged that the bodyguard had tried to rescue a female colleague from the assailants who had attempted to snatch her gun. The Etenje Ward MCA aspirant and his supporters rescued the guard and placed him in a car to flee. [size=no report]",0,1649098463,KEN
8975174,404,KEN8400,8400,"26 March 2022",2022,1,Protests,"Protest with intervention","Protesters (Kenya)","Students (Kenya)",6,"Police Forces of Kenya (2013-)",,1,16,"Eastern Africa",Kenya,Kisumu,"Kisumu West","North West Kisumu",Maseno,-0.0042,34.6095,1,TUKO,National,"On 26 March 2022, university students staged a protest by blocking the Busia-Kisumu road (through unspecified means) at Maseno (Kisumu West, Kisumu), against the increasing insecurity cases at the university. Police intervened by lobbing tear gas canisters to disperse the students. [size=no report]",0,1649098463,KEN
8974979,404,KEN8408,8408,"25 March 2022",2022,2,Protests,"Peaceful protest","Protesters (Kenya)",,6,,,0,60,"Eastern Africa",Kenya,"Trans Nzoia",Endebess,Chepchoina,Chepchoina,1.1833,34.8,1,"Kenya Broadcasting Corporation; NTV (Kenya)","New media-National","Around 25 March 2022 (as reported), a group of squatters staged a protest at Kapoto land, within the Chepchoina settlement scheme (Endebess, Trans Nzoia), against the conditions they have been living in without shelter. The group demanded the government to resettle them within a month. [size=no report]",0,1649098462,KEN
8974981,404,KEN8410,8410,"25 March 2022",2022,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)","Christian Group (Kenya)",7,57,"Eastern Africa",Kenya,Nairobi,"Dagoretti North",Kabiro,Kawangware,-1.2828,36.7517,1,"Daily Nation (Kenya); Opera News (Kenya)",National,"On 25 March 2022, residents beat up and frog marched a cleric to the police station for raping his neighbor's six-year-old girl in his house in Kawangware (Dagoretti North, Nairobi). [size=no report]",0,1649098462,KEN
8975080,404,KEN8391,8391,"25 March 2022",2022,1,"Violence against civilians",Attack,"Samburu Ethnic Militia (Kenya)","Pastoralists (Kenya)",4,"Civilians (Kenya)",,7,47,"Eastern Africa",Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,1,"Daily Nation (Kenya)",National,"On 25 March 2022, suspected Samburu pastoral militia shot and killed one person while two others sustained gunshot wounds at Kom Durte (Merti, Isiolo).",1,1649098463,KEN
8975081,404,KEN8428,8428,"25 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)",,6,,,0,60,"Eastern Africa",Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,1,"Daily Nation (Kenya)",National,"On 25 March 2022, youth staged a protest in Kom Durte (Merti, Isiolo) against the rising cases of insecurity in the area. The group demanded the government to remove armed herders and enhance security along the Losesia-Kom route. [size=no report]",0,1649098463,KEN
8975106,404,KEN8413,8413,"25 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)",,6,,,0,60,"Eastern Africa",Kenya,Laikipia,"Laikipia East",Thingithu,Nanyuki,0.0167,37.0667,2,K24,National,"On 25 March 2022, local residents blocked (through unspecified means) the Kenya Power company staff from taking down their transformer in Baraka area, Thingithu ward near Nanyuki (Laikipia East, Laikipia). No further information. [size=no report]",0,1649098463,KEN
8975159,404,KEN8387,8387,"24 March 2022",2022,1,"Violence against civilians",Attack,"Private Security Forces (Kenya)","Azimio La Umoja Coalition; ODM: Orange Democratic Movement",8,"Civilians (Kenya)","Journalists (Kenya)",7,78,"Eastern Africa",Kenya,Nairobi,"Dagoretti North",Kileleshwa,Lavington,-1.2747,36.7796,1,"Star (Kenya)",National,"On 24 March 2022, presumed Orange Democratic Movement (ODM) party private security, assaulted and injured a standard journalist and a star journalist at an Azimio meeting, at Chungwa House in Lavington (Dagoretti North, Nairobi). A phone belonging to one of the journalists had its screen smashed. It is alleged that the journalists had written stories the party disapproved of. The party later issued an apology.",0,1649098463,KEN
9105730,404,KEN8375,8375,"24 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya); Government of Kenya (2013-)",6,,,0,60,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Citizen (Kenya); Twitter; Kenya Standard","New media-National","On 24 March 2022, a group of women, joined by their local political leaders, staged a protest in Nairobi Central Business District (CBD) (Starehe, Nairobi), against insults directed at Mama Ngina Kenyatta by a foreign-based Kenyan man, who is also a Deputy President (DP) Ruto's supporter. [size=no report]",0,1650311548,KEN
8918486,404,KEN8365,8365,"23 March 2022",2022,1,"Strategic developments","Change to group/activity","Government of Kenya (2013-)",,1,,,0,10,"Eastern Africa",Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,3,"Capital FM; Kenyans.co",National,"Security measures: On 23 March 2022, the government of Kenya declared a 30-day dusk-to-dawn curfew in several locations in Garissa region [coded to Garissa, Waberi, Garissa). This is following a recent spate of insecurity in the area, orchestrated by suspected clan militias.",0,1648497327,KEN
8975109,404,KEN8393,8393,"23 March 2022",2022,2,Riots,"Mob violence","Rioters (Kenya)",,5,"Civilians (Kenya)","Labour Group (Kenya)",7,57,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,Kenyans.co,National,"Around 23 March 2022 (as reported), a mob who had attended a political rally, attacked shops and assaulted a woman in Nairobi (Starehe, Nairobi). The mob made away with items of unknown value. [size=no report]",0,1649098463,KEN
8975169,404,KEN8396,8396,"23 March 2022",2022,2,Protests,"Peaceful protest","Protesters (Kenya)",,6,,,0,60,"Eastern Africa",Kenya,Siaya,Gem,"Yala Township",Yala,0.0991,34.5376,1,"The Star (Kenya)",National,"Around 23 March 2022 (week of), members of the Yala Swamp Community staged a protest in Yala (Gem, Siaya) against claims that the Rai company has continued cultivating in the swamp, despite a court order prohibiting any activity. [size=no report]",0,1649098463,KEN
8975173,404,KEN8404,8404,"23 March 2022",2022,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)","Taxi Drivers (Kenya); Men (Kenya)",7,57,"Eastern Africa",Kenya,Kakamega,"Mumias West","Mumias Central",Mumias,0.3351,34.4864,1,TUKO,National,"On 23 March 2022, a mob accosted a boda boda taxi operator, stripped him of his clothes and ordered him to go home in Ekoro area, within Mumias (Mumias West, Kakamega). It is alleged that the suspect had stolen Ksh 200 from a mama mboga (a female vegetable seller). [size=no report] [sexual violence]",0,1649098463,KEN
8918488,404,KEN8372,8372,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Nubian Ethnic Group (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Nairobi,Kibra,Lindi,Kibera,-1.3117,36.7891,1,"Ghetto Radio; Star (Kenya)",Subnational-National,"On 22 March 2022, unknown number of Nubian community members, under the umbrella of 'Nubians Right Forum,' staged a protest by carrying placards while addressing the press in Kibera (Kibra, Nairobi), demanding recognition by the government, as one of the tribes in Kenya. [size=no report]",0,1648497327,KEN
8918489,404,KEN8373,8373,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)",,6,,,0,60,"Eastern Africa",Kenya,Nairobi,"Embakasi South",Pipeline,Embakasi,-1.333,36.901,1,"Star (Kenya); Nairobi News",National,"On 22 March 2022, local residents took to the streets, by carrying placards and singing, as they decried the water shortage problem in the Nyayo Embakasi neighborhood of Embakasi divison (Embakasi South, Nairobi). [size=no report]",0,1648497327,KEN
8918490,404,KEN8374,8374,"22 March 2022",2022,1,"Violence against civilians",Attack,"Gabra Ethnic Militia (Kenya)",,4,"Civilians (Kenya)","Borana Ethnic Group (Kenya)",7,47,"Eastern Africa",Kenya,Marsabit,"North Horr",Turbi,Galgallo,2.95,38.1833,2,"Kenya Broadcasting Corporation; Citizen (Kenya); Capital FM; Star (Kenya)",National,"On 22 March 2022, suspected Gabra militia attacked a vehicle, between Bubisa and Turbi, along the Marsabit-Moyale highway, near Galgallo (North Horr, Marsabit). At least 2 people (presumed from the Borana ethnic group) were killed and four others critically injured.",2,1648497327,KEN
8918600,404,KEN8378,8378,"22 March 2022",2022,2,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,Bungoma,"Webuye West",Misikhu,Misikhu,0.7358,34.6898,2,"Daily Nation (Kenya)",National,"Around 22 March 2022 (as reported), a mob beat up and killed a 45-year-old man, before setting him and his motorcycle on fire in Lugulu Market near Misikhu (Webuye West, Bungoma), for allegedly stealing three sheep. [size=no report]",1,1648497327,KEN
8918688,404,KEN8364,8364,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","LGBT (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Ghetto Radio",Subnational,"On 22 March 2022, LGBTQ community members, joined by human rights activists, staged a peaceful protest by carrying placards and marching to the Ministry of Health offices in Nairobi (Starehe, Nairobi) over the draft Sexual Reproductive Health (SRH) policy 2022-2032. The protestors demanded their rights to be included in the new policy. [size=no report]",0,1648497327,KEN
8918786,404,KEN8366,8366,"22 March 2022",2022,1,Riots,"Violent demonstration","Rioters (Kenya)","Labour Group (Kenya)",5,,,0,50,"Eastern Africa",Kenya,Kwale,Kinango,Kasemeni,Miritini,-4,39.5667,2,"Star (Kenya)",National,"On 22 March 2022, local residents staged a demonstration by chanting slogans and barricading an unspecified road with logs and twigs in Fulugani, near Miritini (Kinango, Kwale), demanding equal job opportunities at the construction site of the Mwache multipurpose dam project. [size=no report]",0,1648497327,KEN
8918593,404,KEN8353,8353,"21 March 2022",2022,2,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,Vihiga,Hamisi,Banja,Hamisi,0.0684,34.7975,2,"Citizen (Kenya)",National,"Around 21 March 2022 (as reported), local residents beat up and killed a 22-year-old man in Ganyamosi village near Hamisi (Hamisi Vihiga), for assaulting his wife. [size=no report]",1,1648497327,KEN
8918689,404,KEN8371,8371,"21 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Kenya)","Health Workers (Kenya)",6,,,0,60,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Ghetto Radio",Subnational,"On 21 March 2022, clinical interns staged a peaceful demonstration by marching while carrying placards to the ministry of health offices near Uhuru Park in Nairobi (Starehe, Nairobi), demanding their unpaid stipends. [size=no report]",0,1648497327,KEN
8918783,404,KEN8352,8352,"21 March 2022",2022,1,Battles,"Armed clash","Military Forces of Kenya (2013-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Kenya,Lamu,"Lamu East",Basuba,Baure,-1.723,40.9646,2,"Star (Kenya)",National,"On 21 March 2022, Kenya military forces ambushed a group of 4 suspected Al Shabaab militants at Sarira area, 25 km north of Baure (Lamu East, Lamu county). 2 militants were killed and 2 others managed to escape. Unknown number of guns were recovered from the militants.",2,1648497327,KEN
8918785,404,KEN8360,8360,"21 March 2022",2022,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,Busia,"Teso North","Malaba Central",Amagoro,0.6333,34.3333,2,"Star (Kenya)",National,"On 21 March 2022, local residents accosted a man near Amagoro (Teso North, Busia) along the Malaba-Bungoma highway, for allegedly engaging in motorcycle theft. The suspect was knocked down and killed by a speeding cargo truck, as he attempted to run away from the mob. [size=no report]",1,1648497327,KEN
8918487,404,KEN8367,8367,"20 March 2022",2022,1,"Violence against civilians",Attack,"Pokot Ethnic Militia (Kenya)","Pastoralists (Kenya)",4,"Civilians (Kenya)","Christian Group (Kenya); Pastoralists (Kenya)",7,47,"Eastern Africa",Kenya,"Elgeyo Marakwet","Marakwet West",Arror,Tunyo,1.0115,35.6158,2,"Kenya Broadcasting Corporation; Kenya Standard; Daily Nation (Kenya); Opera News (Kenya)",National,"On 20 March 2022, suspected Pokot pastoral militia, dressed in police attire, attacked Koitialal village near Tunyo (Marakwet West, Elgeyo Marakwet). Two people were killed including a pastor, and seven others injured. Over 100 animals were stolen, and unknown amount of property destroyed.",2,1648497327,KEN
8918602,404,KEN8358,8358,"20 March 2022",2022,1,Riots,"Violent demonstration","Rioters (Kenya)",,5,,,0,50,"Eastern Africa",Kenya,Isiolo,Isiolo,"Ngare Mara",Ngeramara,0.5965,37.623,1,"Daily Nation (Kenya)",National,"On 20 March 2022, local residents staged a demonstration by barricading the Isiolo-Archers Post road with bonfires in Ngeramara town (Isiolo, Isiolo) over increased cases of livestock theft. The incident left many motorists stranded. [size=no report]",0,1648497327,KEN
8918709,404,KEN8379,8379,"20 March 2022",2022,2,"Violence against civilians",Attack,"Pokot Ethnic Militia (Kenya)","Pastoralists (Kenya)",4,"Civilians (Kenya)",,7,47,"Eastern Africa",Kenya,"Elgeyo Marakwet","Marakwet East",Kapyego,Kapyego,1.1465,35.4789,2,"Kenya Standard",National,"Around 20 March 2022 (as reported), suspected Pokot militia attacked the Kapyego ward (Marakwet East, Elgeyo Marakwet), resulting in two men injured.",0,1648497327,KEN
